,iso_code,continent,location,date,total_cases,new_cases,total_deaths,new_deaths
247118,WRL ,WRL,World,2022-07-11,556898072.0,1053694.0,6378144.0,1782.0
247117,WRL ,WRL,World,2022-07-10,555844378.0,422634.0,6376363.0,845.0
247116,WRL ,WRL,World,2022-07-09,555421744.0,503532.0,6375518.0,1041.0
247115,WRL ,WRL,World,2022-07-08,554918212.0,1005089.0,6374477.0,2287.0
247114,WRL ,WRL,World,2022-07-07,553913123.0,1053180.0,6372190.0,2706.0
247113,WRL ,WRL,World,2022-07-06,552859943.0,1225404.0,6369484.0,2340.0
247112,WRL ,WRL,World,2022-07-05,551634539.0,1204794.0,6367144.0,2208.0
246516,WRL ,WRL,World,2020-11-16,55139647.0,525661.0,1400549.0,8057.0
246341,WRL ,WRL,World,2020-05-25,5507808.0,88583.0,378389.0,3614.0
247111,WRL ,WRL,World,2022-07-04,550429745.0,851918.0,6364936.0,1149.0
247110,WRL ,WRL,World,2022-07-03,549577827.0,358269.0,6363787.0,735.0
247109,WRL ,WRL,World,2022-07-02,549219558.0,359203.0,6363053.0,828.0
247108,WRL ,WRL,World,2022-07-01,548860355.0,949877.0,6362225.0,1868.0
247107,WRL ,WRL,World,2022-06-30,547910478.0,1078109.0,6360357.0,1644.0
247106,WRL ,WRL,World,2022-06-29,546832369.0,931604.0,6358967.0,1826.0
246515,WRL ,WRL,World,2020-11-15,54613986.0,490154.0,1392492.0,6959.0
247105,WRL ,WRL,World,2022-06-28,545900765.0,942044.0,6357141.0,1931.0
247104,WRL ,WRL,World,2022-06-27,544958721.0,872691.0,6355210.0,1471.0
247103,WRL ,WRL,World,2022-06-26,544086030.0,286579.0,6353739.0,663.0
247102,WRL ,WRL,World,2022-06-25,543799451.0,316721.0,6353076.0,797.0
247101,WRL ,WRL,World,2022-06-24,543482730.0,777297.0,6352279.0,1772.0
247100,WRL ,WRL,World,2022-06-23,542705433.0,783611.0,6350507.0,1813.0
246340,WRL ,WRL,World,2020-05-24,5419597.0,93646.0,376695.0,3483.0
247099,WRL ,WRL,World,2022-06-22,541921822.0,805429.0,6348694.0,2027.0
246514,WRL ,WRL,World,2020-11-14,54123832.0,586887.0,1385533.0,9138.0
247098,WRL ,WRL,World,2022-06-21,541116393.0,816258.0,6346667.0,1734.0
247097,WRL ,WRL,World,2022-06-20,540300135.0,754515.0,6344933.0,1520.0
247096,WRL ,WRL,World,2022-06-19,539545620.0,268412.0,6343413.0,680.0
247095,WRL ,WRL,World,2022-06-18,539277208.0,228485.0,6342733.0,645.0
247094,WRL ,WRL,World,2022-06-17,539048723.0,533048.0,6342088.0,1259.0
247093,WRL ,WRL,World,2022-06-16,538515675.0,582820.0,6340829.0,1495.0
247092,WRL ,WRL,World,2022-06-15,537932855.0,721862.0,6338966.0,2001.0
247091,WRL ,WRL,World,2022-06-14,537210993.0,857068.0,6336965.0,1837.0
247090,WRL ,WRL,World,2022-06-13,536353925.0,528007.0,6335128.0,1688.0
246281,WRL ,WRL,World,2020-03-26,535835.0,60810.0,26173.0,3256.0
247089,WRL ,WRL,World,2022-06-12,535825918.0,198137.0,6333440.0,576.0
247088,WRL ,WRL,World,2022-06-11,535627781.0,283727.0,6332864.0,922.0
246513,WRL ,WRL,World,2020-11-13,53536945.0,660873.0,1376395.0,9932.0
247087,WRL ,WRL,World,2022-06-10,535344150.0,556420.0,6331942.0,1702.0
247086,WRL ,WRL,World,2022-06-09,534787730.0,565029.0,6330244.0,1556.0
247085,WRL ,WRL,World,2022-06-08,534222701.0,706445.0,6328688.0,2570.0
247084,WRL ,WRL,World,2022-06-07,533516256.0,611908.0,6326118.0,2014.0
247083,WRL ,WRL,World,2022-06-06,532904348.0,434829.0,6324104.0,964.0
246339,WRL ,WRL,World,2020-05-23,5326390.0,104107.0,373292.0,4453.0
247082,WRL ,WRL,World,2022-06-05,532469519.0,262891.0,6323140.0,813.0
247081,WRL ,WRL,World,2022-06-04,532206628.0,252993.0,6322327.0,692.0
247080,WRL ,WRL,World,2022-06-03,531953635.0,543560.0,6321635.0,1529.0
247079,WRL ,WRL,World,2022-06-02,531410075.0,530635.0,6320106.0,1686.0
247078,WRL ,WRL,World,2022-06-01,530879440.0,698316.0,6318420.0,2012.0
247077,WRL ,WRL,World,2022-05-31,530181124.0,625509.0,6316408.0,1522.0
247076,WRL ,WRL,World,2022-05-30,529555615.0,344300.0,6314886.0,1109.0
247075,WRL ,WRL,World,2022-05-29,529211315.0,276627.0,6313777.0,617.0
247074,WRL ,WRL,World,2022-05-28,528934688.0,328954.0,6313160.0,837.0
246512,WRL ,WRL,World,2020-11-12,52876072.0,640114.0,1366463.0,9718.0
247073,WRL ,WRL,World,2022-05-27,528605734.0,569476.0,6312323.0,1974.0
247072,WRL ,WRL,World,2022-05-26,528036258.0,507255.0,6310350.0,1518.0
247071,WRL ,WRL,World,2022-05-25,527533511.0,643727.0,6308918.0,2612.0
247070,WRL ,WRL,World,2022-05-24,526889784.0,594605.0,6306306.0,1657.0
247069,WRL ,WRL,World,2022-05-23,526295179.0,522649.0,6304654.0,1563.0
247068,WRL ,WRL,World,2022-05-22,525802183.0,328056.0,6303092.0,688.0
247067,WRL ,WRL,World,2022-05-21,525486183.0,367112.0,6302482.0,1095.0
247066,WRL ,WRL,World,2022-05-20,525119071.0,625909.0,6301389.0,1996.0
247065,WRL ,WRL,World,2022-05-19,524493162.0,597625.0,6299393.0,1733.0
247064,WRL ,WRL,World,2022-05-18,523897093.0,760402.0,6297660.0,2359.0
247063,WRL ,WRL,World,2022-05-17,523136691.0,608628.0,6295301.0,1832.0
247062,WRL ,WRL,World,2022-05-16,522528354.0,591152.0,6293442.0,1605.0
246511,WRL ,WRL,World,2020-11-11,52235958.0,624564.0,1356745.0,10416.0
246338,WRL ,WRL,World,2020-05-22,5222283.0,107248.0,368839.0,5705.0
247061,WRL ,WRL,World,2022-05-15,521938109.0,373644.0,6291864.0,777.0
247060,WRL ,WRL,World,2022-05-14,521564465.0,438681.0,6291087.0,965.0
247059,WRL ,WRL,World,2022-05-13,521125784.0,572962.0,6290123.0,1882.0
247058,WRL ,WRL,World,2022-05-12,520552822.0,652640.0,6288241.0,1995.0
247057,WRL ,WRL,World,2022-05-11,519900182.0,694519.0,6286246.0,2225.0
247056,WRL ,WRL,World,2022-05-10,519205663.0,641265.0,6284021.0,2004.0
247055,WRL ,WRL,World,2022-05-09,518564398.0,690468.0,6282017.0,1886.0
247054,WRL ,WRL,World,2022-05-08,517873930.0,278838.0,6280131.0,841.0
247053,WRL ,WRL,World,2022-05-07,517595092.0,339320.0,6279290.0,1154.0
247052,WRL ,WRL,World,2022-05-06,517255772.0,630675.0,6278136.0,2131.0
247051,WRL ,WRL,World,2022-05-05,516625097.0,599636.0,6276005.0,2239.0
246510,WRL ,WRL,World,2020-11-10,51611394.0,570649.0,1346329.0,9751.0
247050,WRL ,WRL,World,2022-05-04,516025461.0,627246.0,6273766.0,3733.0
247049,WRL ,WRL,World,2022-05-03,515398215.0,672465.0,6270033.0,2208.0
247048,WRL ,WRL,World,2022-05-02,514726150.0,447431.0,6267841.0,1739.0
247047,WRL ,WRL,World,2022-05-01,514278719.0,309413.0,6266104.0,1207.0
247046,WRL ,WRL,World,2022-04-30,513969306.0,353721.0,6264903.0,1464.0
247045,WRL ,WRL,World,2022-04-29,513615585.0,644382.0,6263439.0,2536.0
247044,WRL ,WRL,World,2022-04-28,512971203.0,759245.0,6260903.0,3008.0
247043,WRL ,WRL,World,2022-04-27,512211983.0,683956.0,6257902.0,3129.0
247042,WRL ,WRL,World,2022-04-26,511528027.0,778790.0,6254774.0,4278.0
246337,WRL ,WRL,World,2020-05-21,5115035.0,106058.0,363134.0,5035.0
247041,WRL ,WRL,World,2022-04-25,510749237.0,636961.0,6250496.0,2138.0
246509,WRL ,WRL,World,2020-11-09,51040745.0,509866.0,1336578.0,7581.0
247040,WRL ,WRL,World,2022-04-24,510112276.0,365343.0,6248358.0,1166.0
247039,WRL ,WRL,World,2022-04-23,509746933.0,478766.0,6247192.0,1602.0
247038,WRL ,WRL,World,2022-04-22,509268167.0,831427.0,6245590.0,2749.0
247037,WRL ,WRL,World,2022-04-21,508436740.0,921562.0,6242827.0,3130.0
247036,WRL ,WRL,World,2022-04-20,507515178.0,961554.0,6239738.0,4181.0
247035,WRL ,WRL,World,2022-04-19,506554408.0,1018274.0,6235557.0,3015.0
247034,WRL ,WRL,World,2022-04-18,505536407.0,457286.0,6232542.0,1566.0
246508,WRL ,WRL,World,2020-11-08,50530879.0,490823.0,1328997.0,6401.0
247033,WRL ,WRL,World,2022-04-17,505079121.0,407761.0,6230976.0,1534.0
247032,WRL ,WRL,World,2022-04-16,504671360.0,554447.0,6229442.0,1610.0
247031,WRL ,WRL,World,2022-04-15,504116913.0,667045.0,6227832.0,2473.0
247030,WRL ,WRL,World,2022-04-14,503457914.0,965252.0,6225359.0,3578.0
247029,WRL ,WRL,World,2022-04-13,502495530.0,1073494.0,6221798.0,4065.0
247028,WRL ,WRL,World,2022-04-12,501422066.0,1119309.0,6217733.0,3281.0
246336,WRL ,WRL,World,2020-05-20,5009081.0,105421.0,358099.0,5406.0
246507,WRL ,WRL,World,2020-11-07,50040056.0,599024.0,1322597.0,7786.0
247027,WRL ,WRL,World,2022-04-11,500302757.0,986334.0,6214452.0,2853.0
247026,WRL ,WRL,World,2022-04-10,499316551.0,561621.0,6211599.0,1772.0
247025,WRL ,WRL,World,2022-04-09,498754930.0,742254.0,6209827.0,2344.0
247024,WRL ,WRL,World,2022-04-08,498012676.0,1174225.0,6207483.0,3927.0
247023,WRL ,WRL,World,2022-04-07,496838451.0,1278161.0,6203556.0,4320.0
247022,WRL ,WRL,World,2022-04-06,495560290.0,1219755.0,6199236.0,4128.0
246506,WRL ,WRL,World,2020-11-06,49441032.0,623037.0,1314811.0,9192.0
247021,WRL ,WRL,World,2022-04-05,494340535.0,1365022.0,6194913.0,4165.0
247020,WRL ,WRL,World,2022-04-04,492975513.0,1233161.0,6190749.0,3386.0
247019,WRL ,WRL,World,2022-04-03,491742352.0,693119.0,6187363.0,1894.0
247018,WRL ,WRL,World,2022-04-02,491049233.0,872628.0,6185469.0,2572.0
246335,WRL ,WRL,World,2020-05-19,4903660.0,95813.0,352693.0,5186.0
247017,WRL ,WRL,World,2022-04-01,490176605.0,1418754.0,6182897.0,4520.0
247016,WRL ,WRL,World,2022-03-31,488757851.0,1562994.0,6178020.0,4495.0
246505,WRL ,WRL,World,2020-11-05,48817995.0,619273.0,1305619.0,8717.0
247015,WRL ,WRL,World,2022-03-30,487194857.0,1595857.0,6173525.0,4928.0
247014,WRL ,WRL,World,2022-03-29,485599000.0,1751398.0,6168597.0,4939.0
247013,WRL ,WRL,World,2022-03-28,483847602.0,1843987.0,6163925.0,4280.0
247012,WRL ,WRL,World,2022-03-27,482003615.0,850745.0,6159645.0,2635.0
246504,WRL ,WRL,World,2020-11-04,48198723.0,538604.0,1296902.0,9965.0
247011,WRL ,WRL,World,2022-03-26,481152870.0,1124399.0,6157010.0,2819.0
246334,WRL ,WRL,World,2020-05-18,4808056.0,89139.0,347724.0,4396.0
247010,WRL ,WRL,World,2022-03-25,480028471.0,1759233.0,6154191.0,8953.0
247009,WRL ,WRL,World,2022-03-24,478269238.0,1781044.0,6145241.0,5294.0
246503,WRL ,WRL,World,2020-11-03,47706578.0,565413.0,1286972.0,9575.0
247008,WRL ,WRL,World,2022-03-23,476488199.0,1803511.0,6139972.0,5983.0
246280,WRL ,WRL,World,2020-03-25,475025.0,51480.0,22920.0,2971.0
247007,WRL ,WRL,World,2022-03-22,474684688.0,1976437.0,6133989.0,5076.0
247006,WRL ,WRL,World,2022-03-21,472708255.0,1879982.0,6128913.0,4919.0
246333,WRL ,WRL,World,2020-05-17,4718917.0,78347.0,343329.0,3878.0
246502,WRL ,WRL,World,2020-11-02,47141165.0,548423.0,1277399.0,6326.0
247005,WRL ,WRL,World,2022-03-20,470828273.0,960817.0,6112548.0,3326.0
247004,WRL ,WRL,World,2022-03-19,469867456.0,1479375.0,6109222.0,3854.0
247003,WRL ,WRL,World,2022-03-18,468388081.0,1891284.0,6105368.0,5528.0
247002,WRL ,WRL,World,2022-03-17,466496797.0,2077571.0,6099840.0,6742.0
246501,WRL ,WRL,World,2020-11-01,46592742.0,439104.0,1271073.0,5356.0
247001,WRL ,WRL,World,2022-03-16,464419226.0,2236268.0,6092755.0,6889.0
246332,WRL ,WRL,World,2020-05-16,4640570.0,93907.0,339451.0,4541.0
247000,WRL ,WRL,World,2022-03-15,462182958.0,1808579.0,6085866.0,5618.0
246500,WRL ,WRL,World,2020-10-31,46153638.0,472025.0,1265717.0,6647.0
246999,WRL ,WRL,World,2022-03-14,460374379.0,1997819.0,6080248.0,5614.0
246998,WRL ,WRL,World,2022-03-13,458376563.0,1137616.0,6074634.0,3551.0
246997,WRL ,WRL,World,2022-03-12,457238947.0,1560668.0,6071083.0,4730.0
246499,WRL ,WRL,World,2020-10-30,45681613.0,571719.0,1259070.0,7774.0
246996,WRL ,WRL,World,2022-03-11,455678279.0,1872332.0,6066353.0,6567.0
246331,WRL ,WRL,World,2020-05-15,4546663.0,96330.0,334910.0,5757.0
246995,WRL ,WRL,World,2022-03-10,453805947.0,1871147.0,6060144.0,7535.0
246238,WRL ,WRL,World,2020-02-12,45232.0,418.0,1120.0,5.0
246994,WRL ,WRL,World,2022-03-09,451935143.0,1988778.0,6052609.0,8196.0
246498,WRL ,WRL,World,2020-10-29,45109894.0,551378.0,1251296.0,7238.0
246993,WRL ,WRL,World,2022-03-08,449946365.0,1583728.0,6044413.0,6887.0
246992,WRL ,WRL,World,2022-03-07,448362637.0,1741359.0,6037526.0,7680.0
246237,WRL ,WRL,World,2020-02-11,44814.0,2043.0,1115.0,100.0
246991,WRL ,WRL,World,2022-03-06,446621278.0,1109724.0,6029662.0,4227.0
246497,WRL ,WRL,World,2020-10-28,44558516.0,521659.0,1244058.0,7183.0
246990,WRL ,WRL,World,2022-03-05,445511554.0,1290289.0,6025436.0,5641.0
246330,WRL ,WRL,World,2020-05-14,4450333.0,95643.0,329153.0,5750.0
246989,WRL ,WRL,World,2022-03-04,444221265.0,1762155.0,6019795.0,8716.0
246988,WRL ,WRL,World,2022-03-03,442459123.0,1774896.0,6011079.0,8175.0
246987,WRL ,WRL,World,2022-03-02,440684227.0,1658618.0,6002905.0,8173.0
246496,WRL ,WRL,World,2020-10-27,44036857.0,468402.0,1236881.0,7411.0
246986,WRL ,WRL,World,2022-03-01,439025609.0,1598086.0,5994732.0,8475.0
246985,WRL ,WRL,World,2022-02-28,437427523.0,1608804.0,5986257.0,7680.0
246984,WRL ,WRL,World,2022-02-27,435818719.0,1052149.0,5978577.0,4700.0
246495,WRL ,WRL,World,2020-10-26,43568455.0,483109.0,1229470.0,5837.0
246329,WRL ,WRL,World,2020-05-13,4354691.0,84416.0,323403.0,5437.0
246983,WRL ,WRL,World,2022-02-26,434766587.0,1273928.0,5973879.0,6540.0
246982,WRL ,WRL,World,2022-02-25,433492659.0,1654015.0,5967339.0,9066.0
246981,WRL ,WRL,World,2022-02-24,431838644.0,1787742.0,5958273.0,10808.0
246494,WRL ,WRL,World,2020-10-25,43085346.0,358779.0,1223633.0,4386.0
246980,WRL ,WRL,World,2022-02-23,430050902.0,1916899.0,5947465.0,11987.0
246979,WRL ,WRL,World,2022-02-22,428134003.0,1673294.0,5935479.0,10052.0
246236,WRL ,WRL,World,2020-02-10,42771.0,2609.0,1015.0,107.0
246493,WRL ,WRL,World,2020-10-24,42726567.0,456218.0,1219268.0,5918.0
246328,WRL ,WRL,World,2020-05-12,4270276.0,85403.0,317966.0,5739.0
246978,WRL ,WRL,World,2022-02-21,426460709.0,1705458.0,5925427.0,7561.0
246977,WRL ,WRL,World,2022-02-20,424755251.0,1193496.0,5917866.0,5377.0
246976,WRL ,WRL,World,2022-02-19,423561755.0,1476965.0,5912489.0,8356.0
246279,WRL ,WRL,World,2020-03-24,423545.0,41888.0,19949.0,2426.0
246492,WRL ,WRL,World,2020-10-23,42270349.0,493822.0,1213350.0,7106.0
246975,WRL ,WRL,World,2022-02-18,422084790.0,1983156.0,5904133.0,10639.0
246974,WRL ,WRL,World,2022-02-17,420101634.0,2062586.0,5893494.0,12213.0
246327,WRL ,WRL,World,2020-05-11,4184893.0,76234.0,312233.0,4078.0
246973,WRL ,WRL,World,2022-02-16,418039048.0,2242038.0,5881281.0,13110.0
246491,WRL ,WRL,World,2020-10-22,41776527.0,482019.0,1206244.0,5959.0
246972,WRL ,WRL,World,2022-02-15,415799584.0,1876164.0,5868171.0,10653.0
246971,WRL ,WRL,World,2022-02-14,413928952.0,2042934.0,5857518.0,11234.0
246490,WRL ,WRL,World,2020-10-21,41294508.0,439485.0,1200285.0,6909.0
246970,WRL ,WRL,World,2022-02-13,411886018.0,1405471.0,5846284.0,5271.0
246326,WRL ,WRL,World,2020-05-10,4108716.0,75213.0,308155.0,4338.0
246969,WRL ,WRL,World,2022-02-12,410480547.0,1724573.0,5841013.0,8646.0
246968,WRL ,WRL,World,2022-02-11,408755974.0,2424561.0,5832367.0,11982.0
246489,WRL ,WRL,World,2020-10-20,40855023.0,388787.0,1193376.0,6628.0
246967,WRL ,WRL,World,2022-02-10,406331413.0,2813888.0,5820385.0,11877.0
246488,WRL ,WRL,World,2020-10-19,40466236.0,374958.0,1186748.0,4843.0
246966,WRL ,WRL,World,2022-02-09,403517525.0,2432601.0,5808508.0,13128.0
246325,WRL ,WRL,World,2020-05-09,4033503.0,84241.0,303817.0,4918.0
246235,WRL ,WRL,World,2020-02-09,40162.0,3031.0,908.0,100.0
246965,WRL ,WRL,World,2022-02-08,401084924.0,2599523.0,5795380.0,12795.0
246487,WRL ,WRL,World,2020-10-18,40091278.0,331183.0,1181905.0,3981.0
246964,WRL ,WRL,World,2022-02-07,398485401.0,2974378.0,5782585.0,11123.0
246486,WRL ,WRL,World,2020-10-17,39760095.0,372034.0,1177924.0,5727.0
246963,WRL ,WRL,World,2022-02-06,395511023.0,1762241.0,5771462.0,5974.0
246324,WRL ,WRL,World,2020-05-08,3949262.0,91893.0,298899.0,5952.0
246485,WRL ,WRL,World,2020-10-16,39388061.0,410481.0,1172197.0,6220.0
246962,WRL ,WRL,World,2022-02-05,393748782.0,2102954.0,5765488.0,8211.0
246961,WRL ,WRL,World,2022-02-04,391645828.0,2955197.0,5757277.0,13163.0
246484,WRL ,WRL,World,2020-10-15,38977580.0,406931.0,1165977.0,6210.0
246960,WRL ,WRL,World,2022-02-03,388690631.0,3193549.0,5744114.0,11638.0
246323,WRL ,WRL,World,2020-05-07,3858849.0,90136.0,292947.0,5869.0
246483,WRL ,WRL,World,2020-10-14,38570649.0,380683.0,1159767.0,6167.0
246959,WRL ,WRL,World,2022-02-02,385497082.0,3184354.0,5732476.0,11888.0
246958,WRL ,WRL,World,2022-02-01,382312728.0,3129462.0,5720588.0,12481.0
246482,WRL ,WRL,World,2020-10-13,38189966.0,319364.0,1153601.0,5337.0
246278,WRL ,WRL,World,2020-03-23,381672.0,42551.0,17523.0,2096.0
246957,WRL ,WRL,World,2022-01-31,379183266.0,3041189.0,5707902.0,10439.0
246481,WRL ,WRL,World,2020-10-12,37870602.0,290034.0,1148264.0,4129.0
246322,WRL ,WRL,World,2020-05-06,3770296.0,90438.0,287078.0,6763.0
246480,WRL ,WRL,World,2020-10-11,37580568.0,289426.0,1144135.0,4195.0
246956,WRL ,WRL,World,2022-01-30,375323106.0,2176038.0,5697466.0,5548.0
246955,WRL ,WRL,World,2022-01-29,373147068.0,2562520.0,5691918.0,7890.0
246479,WRL ,WRL,World,2020-10-10,37291142.0,355443.0,1139940.0,4904.0
246234,WRL ,WRL,World,2020-02-08,37131.0,2731.0,808.0,87.0
246954,WRL ,WRL,World,2022-01-28,370584548.0,3678481.0,5684028.0,12347.0
246478,WRL ,WRL,World,2020-10-09,36935699.0,360384.0,1135036.0,6192.0
246321,WRL ,WRL,World,2020-05-05,3679858.0,79655.0,280315.0,6147.0
246953,WRL ,WRL,World,2022-01-27,366906067.0,3699399.0,5671681.0,10302.0
246477,WRL ,WRL,World,2020-10-08,36575315.0,359291.0,1128844.0,6386.0
246952,WRL ,WRL,World,2022-01-26,363206668.0,3761061.0,5661379.0,10716.0
246476,WRL ,WRL,World,2020-10-07,36216024.0,349240.0,1122461.0,5927.0
246320,WRL ,WRL,World,2020-05-04,3600203.0,77611.0,274168.0,4844.0
246951,WRL ,WRL,World,2022-01-25,359445607.0,3654042.0,5650663.0,10710.0
246475,WRL ,WRL,World,2020-10-06,35866784.0,316053.0,1116537.0,5862.0
246950,WRL ,WRL,World,2022-01-24,355791565.0,3634061.0,5640181.0,8916.0
246474,WRL ,WRL,World,2020-10-05,35550731.0,311370.0,1110675.0,4301.0
246473,WRL ,WRL,World,2020-10-04,35239361.0,260491.0,1103585.0,4025.0
246319,WRL ,WRL,World,2020-05-03,3522598.0,74022.0,269324.0,4276.0
246949,WRL ,WRL,World,2022-01-23,352157504.0,2382088.0,5631265.0,5164.0
246472,WRL ,WRL,World,2020-10-03,34978870.0,297289.0,1099560.0,4784.0
246948,WRL ,WRL,World,2022-01-22,349775416.0,2648435.0,5626101.0,6021.0
246947,WRL ,WRL,World,2022-01-21,347126981.0,3830284.0,5620080.0,9966.0
246471,WRL ,WRL,World,2020-10-02,34681581.0,329474.0,1094776.0,5683.0
246318,WRL ,WRL,World,2020-05-02,3448592.0,78390.0,265048.0,6014.0
246233,WRL ,WRL,World,2020-02-07,34400.0,3594.0,721.0,85.0
246470,WRL ,WRL,World,2020-10-01,34352107.0,319101.0,1089098.0,8895.0
246946,WRL ,WRL,World,2022-01-20,343296697.0,3733688.0,5610114.0,9640.0
246469,WRL ,WRL,World,2020-09-30,34033006.0,324527.0,1080203.0,6426.0
246945,WRL ,WRL,World,2022-01-19,339563009.0,4082550.0,5600474.0,9932.0
246277,WRL ,WRL,World,2020-03-22,339121.0,34178.0,15427.0,1830.0
246468,WRL ,WRL,World,2020-09-29,33708479.0,282773.0,1073777.0,6063.0
246317,WRL ,WRL,World,2020-05-01,3370369.0,88964.0,259034.0,5593.0
246944,WRL ,WRL,World,2022-01-18,335480459.0,3764253.0,5590542.0,9106.0
246467,WRL ,WRL,World,2020-09-28,33425706.0,262754.0,1067714.0,4116.0
246943,WRL ,WRL,World,2022-01-17,331716206.0,2777492.0,5581436.0,6506.0
246466,WRL ,WRL,World,2020-09-27,33162952.0,247064.0,1063598.0,3884.0
246465,WRL ,WRL,World,2020-09-26,32915980.0,285665.0,1059714.0,5431.0
246942,WRL ,WRL,World,2022-01-16,328938714.0,2170858.0,5574930.0,4510.0
246316,WRL ,WRL,World,2020-04-30,3281405.0,83699.0,253447.0,6254.0
246941,WRL ,WRL,World,2022-01-15,326767856.0,2427197.0,5570420.0,6129.0
246464,WRL ,WRL,World,2020-09-25,32630315.0,330005.0,1054283.0,6019.0
246940,WRL ,WRL,World,2022-01-14,324340659.0,3315765.0,5564291.0,7967.0
246463,WRL ,WRL,World,2020-09-24,32300310.0,320899.0,1048264.0,5660.0
246939,WRL ,WRL,World,2022-01-13,321024894.0,3186430.0,5556324.0,8230.0
246462,WRL ,WRL,World,2020-09-23,31979411.0,311639.0,1042604.0,6550.0
246315,WRL ,WRL,World,2020-04-29,3197706.0,78771.0,247193.0,6980.0
246938,WRL ,WRL,World,2022-01-12,317838464.0,3445826.0,5548094.0,9024.0
246461,WRL ,WRL,World,2020-09-22,31667772.0,284298.0,1036054.0,6150.0
246937,WRL ,WRL,World,2022-01-11,314392638.0,3029532.0,5539070.0,9106.0
246460,WRL ,WRL,World,2020-09-21,31383474.0,259928.0,1029904.0,4429.0
246314,WRL ,WRL,World,2020-04-28,3120390.0,75753.0,240213.0,6627.0
246936,WRL ,WRL,World,2022-01-10,311363109.0,3251087.0,5529964.0,6917.0
246459,WRL ,WRL,World,2020-09-20,31123546.0,255105.0,1025475.0,3988.0
246458,WRL ,WRL,World,2020-09-19,30868441.0,293081.0,1021487.0,5273.0
246935,WRL ,WRL,World,2022-01-09,308112022.0,2004460.0,5523048.0,4057.0
246232,WRL ,WRL,World,2020-02-06,30806.0,3162.0,636.0,70.0
246934,WRL ,WRL,World,2022-01-08,306107562.0,2135694.0,5518991.0,5206.0
246457,WRL ,WRL,World,2020-09-18,30575360.0,326623.0,1016214.0,5855.0
246276,WRL ,WRL,World,2020-03-21,304943.0,32433.0,13597.0,1809.0
246313,WRL ,WRL,World,2020-04-27,3044637.0,71026.0,233586.0,5446.0
246933,WRL ,WRL,World,2022-01-07,303971868.0,2952561.0,5513787.0,7247.0
246456,WRL ,WRL,World,2020-09-17,30248737.0,315569.0,1010359.0,5651.0
246932,WRL ,WRL,World,2022-01-06,301019307.0,2668177.0,5506540.0,7057.0
246455,WRL ,WRL,World,2020-09-16,29933168.0,304954.0,1004708.0,5869.0
246931,WRL ,WRL,World,2022-01-05,298351130.0,2583055.0,5498932.0,7777.0
246312,WRL ,WRL,World,2020-04-26,2973611.0,70762.0,228140.0,4817.0
246454,WRL ,WRL,World,2020-09-15,29628214.0,280530.0,998839.0,6564.0
246930,WRL ,WRL,World,2022-01-04,295768075.0,2612745.0,5491155.0,8727.0
246453,WRL ,WRL,World,2020-09-14,29347684.0,267150.0,992275.0,4604.0
246929,WRL ,WRL,World,2022-01-03,293155330.0,2337679.0,5482467.0,5813.0
246222,WRL ,WRL,World,2020-01-27,2929.0,809.0,82.0,26.0
246928,WRL ,WRL,World,2022-01-02,290817657.0,918031.0,5476654.0,3342.0
246452,WRL ,WRL,World,2020-09-13,29080534.0,248823.0,987671.0,3965.0
246311,WRL ,WRL,World,2020-04-25,2902850.0,83149.0,223323.0,6048.0
246927,WRL ,WRL,World,2022-01-01,289899626.0,1202337.0,5473312.0,4262.0
246926,WRL ,WRL,World,2021-12-31,288697289.0,1702121.0,5469050.0,5774.0
246451,WRL ,WRL,World,2020-09-12,28831711.0,288688.0,983706.0,5057.0
246925,WRL ,WRL,World,2021-12-30,286995168.0,1949040.0,5462691.0,7424.0
246450,WRL ,WRL,World,2020-09-11,28543023.0,316356.0,978649.0,6000.0
246924,WRL ,WRL,World,2021-12-29,285046128.0,1703920.0,5455269.0,7954.0
246923,WRL ,WRL,World,2021-12-28,283342208.0,1336176.0,5447316.0,7684.0
246449,WRL ,WRL,World,2020-09-10,28226667.0,304397.0,972650.0,6035.0
246922,WRL ,WRL,World,2021-12-27,282006032.0,1341537.0,5439632.0,6970.0
246310,WRL ,WRL,World,2020-04-24,2819701.0,93602.0,217275.0,6835.0
246921,WRL ,WRL,World,2021-12-26,280664495.0,575486.0,5432662.0,3830.0
246920,WRL ,WRL,World,2021-12-25,280089036.0,681566.0,5428832.0,4313.0
246919,WRL ,WRL,World,2021-12-24,279407470.0,855708.0,5424520.0,5693.0
246448,WRL ,WRL,World,2020-09-09,27922270.0,285293.0,966646.0,6265.0
246918,WRL ,WRL,World,2021-12-23,278551791.0,1011704.0,5418827.0,7258.0
246917,WRL ,WRL,World,2021-12-22,277540087.0,914176.0,5411569.0,10372.0
246916,WRL ,WRL,World,2021-12-21,276625952.0,758432.0,5401197.0,7498.0
246231,WRL ,WRL,World,2020-02-05,27644.0,3745.0,566.0,72.0
246447,WRL ,WRL,World,2020-09-08,27636977.0,246502.0,960381.0,5123.0
246915,WRL ,WRL,World,2021-12-20,275867562.0,809886.0,5393639.0,7284.0
246914,WRL ,WRL,World,2021-12-19,275057676.0,484717.0,5386355.0,4345.0
246913,WRL ,WRL,World,2021-12-18,274572959.0,529736.0,5382010.0,5669.0
246912,WRL ,WRL,World,2021-12-17,274043223.0,767298.0,5376342.0,7300.0
